,small_area,geometry,WIMD 2025 overall quintile
20,W01001717,"POLYGON ((-3.2129101178050843 51.48553096401586, -3.212544902662221 51.4847910365606, -3.2112403777455105 51.48498671556184, -3.2107871270999992 51.484960590866024, -3.2097293007725947 51.48418074164138, -3.2091883911592616 51.48311204504581, -3.2097102829722632 51.482795684958276, -3.2096522942808154 51.48308485256022, -3.2104311501144203 51.48316012431331, -3.211168981910786 51.4828309166839, -3.2116910161887726 51.483831109115215, -3.2121676971930166 51.483729976901216, -3.2119639539580542 51.48330466040974, -3.213686514305106 51.48267209438748, -3.214111154226032 51.482993146639984, -3.214042344805433 51.48392030782481, -3.213181125820149 51.484229913057696, -3.2130289176978644 51.484463452996565, -3.2139568473729896 51.48448877333361, -3.2152192209438257 51.4844555806233, -3.215316658743557 51.48393541645682, -3.216825272034846 51.483835122959796, -3.216787221696235 51.48468048521685, -3.217272288338894 51.4846634961176, -3.2172465912357593 51.48479745509644, -3.2161611089610616 51.486203657377494, -3.216543279134631 51.48666783081679, -3.215496112429998 51.48724919409083, -3.21594570571553 51.48785141597061, -3.215469666694136 51.48811498700295, -3.2138288784523263 51.4880738614781, -3.2139772227350103 51.487534104384, -3.214356033164703 51.48602454476774, -3.214073438379623 51.4856749874771, -3.2129101178050843 51.48553096401586))",3
21,W01001718,"POLYGON ((-3.1788652049840778 51.498741642109366, -3.1771014876400088 51.497995490657786, -3.1763677479877725 51.49864430874469, -3.175816023383007 51.49869010828991, -3.175791340500363 51.49861380784033, -3.175243423537365 51.496898252872725, -3.1751318756772626 51.496539596253655, -3.1749713154110815 51.4960203381987, -3.1762325000120635 51.4950461450681, -3.1769229134775445 51.49538435572145, -3.1776204329841855 51.495636487971666, -3.178271563276023 51.49577435825571, -3.18184690779129 51.49696094073264, -3.1811214570087305 51.49699049650311, -3.180472848766646 51.497728707760395, -3.1801013485883325 51.49756912928404, -3.1788652049840778 51.498741642109366))",3
22,W01001719,"POLYGON ((-3.189875671935462 51.49844993406687, -3.187724637037192 51.49687941171315, -3.186866860219389 51.49731213744727, -3.186072629415435 51.49716568423041, -3.1862016647100067 51.497405955298895, -3.1849304885041363 51.49763744619856, -3.183338314651097 51.49734780071994, -3.1829280986468573 51.4976396806179, -3.181960361136164 51.497011489761185, -3.1812779466516488 51.496180953133575, -3.1814185528029206 51.495820483718106, -3.1819544364986605 51.49578121685973, -3.18212632536225 51.49568889065052, -3.1826316716126946 51.49606486694186, -3.1833619252356686 51.4960347452516, -3.183016360031425 51.496278810562046, -3.1843344387774537 51.49692907077862, -3.1849172057583637 51.496509978295705, -3.184933201990656 51.496498540801156, -3.1831449109067393 51.49550209703507, -3.1852763884586954 51.49447740630966, -3.1852709891543096 51.49393280330483, -3.1853672718885733 51.49392836808015, -3.1859373467602983 51.49302129624611, -3.1855376343160784 51.49251314512788, -3.187323501352118 51.49348313200285, -3.1879137030882196 51.49380368602453, -3.1892633810417856 51.49454510855209, -3.1914345172929144 51.49569882181543, -3.1923332850127153 51.497192727754474, -3.189875671935462 51.49844993406687))",5
23,W01001720,"POLYGON ((-3.1769229134775445 51.49538435572145, -3.1762325000120635 51.4950461450681, -3.1749713154110815 51.4960203381987, -3.1745490795531377 51.49476351207139, -3.1741774772941422 51.49363251964487, -3.1754187709835993 51.49416766745601, -3.1768170473008825 51.49476691971465, -3.177907243638173 51.49350410268594, -3.177486616174619 51.493324389274505, -3.178203217046358 51.49262480804046, -3.1785683620469425 51.492261468510115, -3.179375658499396 51.49220406636374, -3.1802904066955446 51.49255862908576, -3.18078263729622 51.492733654974145, -3.180199026373964 51.492647253240584, -3.1797438026943228 51.49308850549137, -3.18103776688758 51.49359836333301, -3.181473457673717 51.49419059557913, -3.1811622544104163 51.49448210121507, -3.181832258033467 51.49426077615342, -3.1819544364986605 51.49578121685973, -3.1814185528029206 51.495820483718106, -3.1812779466516488 51.496180953133575, -3.181960361136164 51.497011489761185, -3.18184690779129 51.49696094073264, -3.178271563276023 51.49577435825571, -3.1776204329841855 51.495636487971666, -3.1769229134775445 51.49538435572145))",4
24,W01001721,"POLYGON ((-3.187323501352118 51.49348313200285, -3.1855376343160784 51.49251314512788, -3.1859373467602983 51.49302129624611, -3.1853672718885733 51.49392836808015, -3.1852709891543096 51.49393280330483, -3.185051348956857 51.49395803367784, -3.183011633158558 51.492634341627095, -3.1828406471406057 51.49219071564216, -3.18189662417415 51.49217333156201, -3.1817369841238237 51.492594509172136, -3.1813723156399565 51.492628894057475, -3.1812617488621795 51.49225234809837, -3.1802904066955446 51.49255862908576, -3.179375658499396 51.49220406636374, -3.179582476047216 51.49189159438761, -3.1791190561604368 51.491684865038934, -3.1801372921444155 51.49066770727115, -3.1797690051891565 51.490414676729095, -3.180081906826921 51.49011546935342, -3.1807101044813124 51.49041456404095, -3.181036761781818 51.49010127631769, -3.185155496232105 51.488158683917824, -3.186962643562468 51.4894585633014, -3.1880992465451032 51.49085646150579, -3.1885461167824714 51.49198616299156, -3.1890161964487134 51.491938352633326, -3.1904499253810745 51.49315668532235, -3.1923567718002706 51.493874637161724, -3.1930957555368495 51.494825491994845, -3.1921813080232297 51.49591393367882, -3.1914345172929144 51.49569882181543, -3.1892633810417856 51.49454510855209, -3.1879137030882196 51.49380368602453, -3.187323501352118 51.49348313200285))",3
25,W01001722,"POLYGON ((-3.183016360031425 51.496278810562046, -3.1833619252356686 51.4960347452516, -3.1826316716126946 51.49606486694186, -3.18212632536225 51.49568889065052, -3.1819544364986605 51.49578121685973, -3.181832258033467 51.49426077615342, -3.1811622544104163 51.49448210121507, -3.181473457673717 51.49419059557913, -3.18103776688758 51.49359836333301, -3.1797438026943228 51.49308850549137, -3.180199026373964 51.492647253240584, -3.18078263729622 51.492733654974145, -3.1802904066955446 51.49255862908576, -3.1812617488621795 51.49225234809837, -3.1813723156399565 51.492628894057475, -3.1817369841238237 51.492594509172136, -3.18189662417415 51.49217333156201, -3.1828406471406057 51.49219071564216, -3.183011633158558 51.492634341627095, -3.185051348956857 51.49395803367784, -3.1852709891543096 51.49393280330483, -3.1852763884586954 51.49447740630966, -3.1831449109067393 51.49550209703507, -3.184933201990656 51.496498540801156, -3.1849172057583637 51.496509978295705, -3.1843344387774537 51.49692907077862, -3.183016360031425 51.496278810562046))",4
26,W01001724,"POLYGON ((-3.1737043124483453 51.49216604780186, -3.173447488908966 51.49136985904724, -3.17400549718533 51.49130623936474, -3.1747672219845255 51.4912110152028, -3.174417362938482 51.48990277703292, -3.1751801062883285 51.489883660828205, -3.1758258506666057 51.490464124176796, -3.176073171700823 51.4915204131019, -3.177052059927195 51.4907452624668, -3.1773624450586486 51.49102966400439, -3.1773792553249622 51.49103578773502, -3.1783866717889855 51.49131337214544, -3.1784350596545545 51.49170382317758, -3.1778739087099845 51.492476474560235, -3.178203217046358 51.49262480804046, -3.177486616174619 51.493324389274505, -3.177907243638173 51.49350410268594, -3.1768170473008825 51.49476691971465, -3.1754187709835993 51.49416766745601, -3.1741774772941422 51.49363251964487, -3.1740842345704854 51.49334382526956, -3.1737043124483453 51.49216604780186))",4
27,W01001725,"POLYGON ((-3.1773624450586486 51.49102966400439, -3.177052059927195 51.4907452624668, -3.176073171700823 51.4915204131019, -3.1758258506666057 51.490464124176796, -3.1751801062883285 51.489883660828205, -3.174417362938482 51.48990277703292, -3.1747672219845255 51.4912110152028, -3.17400549718533 51.49130623936474, -3.1734305511489405 51.489634537811085, -3.1742529825787122 51.48947712824383, -3.1745636568572584 51.48921697742951, -3.1762579105359894 51.48969709723383, -3.1765395903678733 51.489435421064556, -3.1752431194273414 51.488985826097895, -3.175470134080158 51.48882357538869, -3.1750465192627217 51.48861524401295, -3.176019434962953 51.48793153707257, -3.1779367819531745 51.488984835336076, -3.180081906826921 51.49011546935342, -3.1797690051891565 51.490414676729095, -3.1801372921444155 51.49066770727115, -3.1791190561604368 51.491684865038934, -3.179582476047216 51.49189159438761, -3.179375658499396 51.49220406636374, -3.1785683620469425 51.492261468510115, -3.178203217046358 51.49262480804046, -3.1778739087099845 51.492476474560235, -3.1784350596545545 51.49170382317758, -3.1783866717889855 51.49131337214544, -3.1773792553249622 51.49103578773502, -3.1773624450586486 51.49102966400439))",4
28,W01001726,"POLYGON ((-3.1759606031875034 51.49913935888674, -3.175816023383007 51.49869010828991, -3.1763677479877725 51.49864430874469, -3.1771014876400088 51.497995490657786, -3.1788652049840778 51.498741642109366, -3.1801013485883325 51.49756912928404, -3.180472848766646 51.497728707760395, -3.1811214570087305 51.49699049650311, -3.18184690779129 51.49696094073264, -3.181960361136164 51.497011489761185, -3.1829280986468573 51.4976396806179, -3.183338314651097 51.49734780071994, -3.1849304885041363 51.49763744619856, -3.1862016647100067 51.497405955298895, -3.186072629415435 51.49716568423041, -3.186866860219389 51.49731213744727, -3.187724637037192 51.49687941171315, -3.189875671935462 51.49844993406687, -3.186539099948637 51.500148127235704, -3.1843186230983624 51.49866062040901, -3.184044283263553 51.50007872247557, -3.1839057806008504 51.50101251016121, -3.1838001586155795 51.50173148738708, -3.1835894993707154 51.50322583788309, -3.183371467673652 51.50457328779557, -3.1773372231687405 51.50348234616094, -3.1759606031875034 51.49913935888674))",3
29,W01001727,"POLYGON ((-3.334046480532412 51.536928587416654, -3.3321677850141223 51.535672102444906, -3.3316485364410795 51.53561199790562, -3.330896105269952 51.53631651551438, -3.3305466864277564 51.5355655782646, -3.329773394627074 51.53460409802511, -3.326381137460756 51.53292155492547, -3.3255168547400644 51.53208815185693, -3.3243880742491543 51.532145121286824, -3.3240618584920427 51.53249729212418, -3.3229793235677314 51.53265954766866, -3.3204948062789033 51.53256256711517, -3.3198258947227206 51.532538307896445, -3.3199190290162215 51.532277726934396, -3.321770802065018 51.53193166633242, -3.3207005465060675 51.530933624291876, -3.31536239978831 51.52893712702285, -3.3133148258413465 51.528701390863645, -3.3130048540331507 51.52826620888119, -3.312592744135106 51.527529444353775, -3.313041467659304 51.527390387457736, -3.3129331490471965 51.52666240662231, -3.3123741300662064 51.52628735054744, -3.314144402224126 51.5249228077721, -3.313593309353409 51.52452574624238, -3.313213838744916 51.52226486748017, -3.312209951547262 51.52194073107386, -3.3117570586407705 51.52122826613502, -3.308591225993103 51.52035629115268, -3.3071606757506307 51.52024593482204, -3.3069478926555727 51.51953119758793, -3.3040857542713433 51.51801637493889, -3.303642968900744 51.51807166635328, -3.3035337808796146 51.51869557319185, -3.302064761357304 51.5184813297705, -3.2965484151562094 51.51888273813272, -3.295658998875725 51.51858641888396, -3.2942342321730145 51.518696495672174, -3.2943367961655308 51.51949838894022, -3.293669431978268 51.51962424848552, -3.2910173169615113 51.51980343282987, -3.290654261107039 51.5194032499422, -3.289533842353202 51.51915522150665, -3.2892824452892673 51.51996586779239, -3.288734403353136 51.5202101779972, -3.2866811996129375 51.51997827752051, -3.284970688704544 51.52039872249038, -3.2840870600507035 51.51944769926399, -3.2840218117808653 51.517987888424294, -3.281749924669385 51.51732442596199, -3.281255551975052 51.516546416889064, -3.2857418615705343 51.51590890723807, -3.2907472261134574 51.51458338665484, -3.294470202898124 51.51312888638977, -3.2969358285665034 51.511542428483445, -3.3025825642614675 51.50889464127328, -3.309276759551283 51.507416361966285, -3.310848644434956 51.50750768478218, -3.3115627350534855 51.507138479545084, -3.314830257016266 51.50641723231206, -3.3188240952938357 51.50636436156053, -3.3299619900415847 51.508333710789515, -3.335811996995596 51.50848937078892, -3.3368407708539545 51.50900306931607, -3.336989258333698 51.50957422971045, -3.3379115126630574 51.51022081935294, -3.337995849518943 51.51102266267288, -3.3387612129887136 51.51120178827611, -3.33910049656346 51.51225527434201, -3.3390028209373273 51.5146492853231, -3.3366508378975226 51.51521434159187, -3.3367153531333518 51.516230995873656, -3.3360238661301334 51.51691577457949, -3.3371941000755165 51.51860900801062, -3.3358105692828546 51.51875223222786, -3.335232808329894 51.518869480649286, -3.3364147960382113 51.521210513810054, -3.33717567907213 51.52156783236079, -3.337861922882603 51.52257497392337, -3.339470666904082 51.52253395286617, -3.3391198365070767 51.52465603815579, -3.3399873303610366 51.52646348035807, -3.3409624725615545 51.52704082379357, -3.3432093347752474 51.528825655875266, -3.343717108451923 51.530051739997624, -3.343317788682497 51.53226468873209, -3.341581276497342 51.535137122356865, -3.340345779390715 51.535596098153796, -3.339838668077604 51.53542284417076, -3.338490162899511 51.53567550273659, -3.3375569724119276 51.53585270649902, -3.33655926087194 51.53660055742126, -3.33667832029566 51.53685143947728, -3.3359460460562524 51.53683320573469, -3.335500918168022 51.53718896123109, -3.334046480532412 51.536928587416654), (-3.3310925915353233 51.52570688136851, -3.3295350216997557 51.52401272955925, -3.3281130107502177 51.52450422906041, -3.32677064357739 51.52409863464881, -3.3267395552310415 51.52357838728836, -3.3269284870547953 51.522910133629516, -3.3284099389710695 51.522485666504046, -3.328313750854396 51.521719893546944, -3.328377005822599 51.521675062460154, -3.32939885584989 51.52168869714498, -3.3293581382027533 51.52207178518839, -3.330367294428442 51.52222842884515, -3.3308023427952103 51.52211411905193, -3.3305458534156887 51.521962102052335, -3.3312289056029267 51.52205265987606, -3.331385329806531 51.52131703100727, -3.33071003051678 51.52027485514094, -3.3309585966277098 51.51839921193622, -3.323515030240283 51.515433888100226, -3.3218184587691604 51.515075360226675, -3.3173504976774058 51.51490019811398, -3.319067143365166 51.515495566169776, -3.319995936438902 51.51839252628603, -3.3207455068799945 51.520552240853675, -3.314930920759094 51.5156203736469, -3.3137520098925273 51.51672161492268, -3.313271751951427 51.51924407042183, -3.316692465739181 51.52031933360267, -3.319269580587757 51.521534418823755, -3.3199323631762723 51.52250506321994, -3.321844002823545 51.52318975174788, -3.3225427818265105 51.52381453948373, -3.3240915601284113 51.523868999552775, -3.324503846014438 51.524431764169734, -3.3254953529584492 51.525563468249736, -3.3282377452207337 51.52617985452629, -3.3288994095843676 51.526016591279465, -3.329049572517415 51.52626900271136, -3.3310925915353233 51.52570688136851))",4
30,W01001728,"POLYGON ((-3.329049572517415 51.52626900271136, -3.3288994095843676 51.526016591279465, -3.3282377452207337 51.52617985452629, -3.3254953529584492 51.525563468249736, -3.324503846014438 51.524431764169734, -3.3240915601284113 51.523868999552775, -3.3225427818265105 51.52381453948373, -3.321844002823545 51.52318975174788, -3.3199323631762723 51.52250506321994, -3.319269580587757 51.521534418823755, -3.316692465739181 51.52031933360267, -3.313271751951427 51.51924407042183, -3.3137520098925273 51.51672161492268, -3.314930920759094 51.5156203736469, -3.3207455068799945 51.520552240853675, -3.319995936438902 51.51839252628603, -3.319067143365166 51.515495566169776, -3.3173504976774058 51.51490019811398, -3.3218184587691604 51.515075360226675, -3.323515030240283 51.515433888100226, -3.3309585966277098 51.51839921193622, -3.33071003051678 51.52027485514094, -3.331385329806531 51.52131703100727, -3.3312289056029267 51.52205265987606, -3.3305458534156887 51.521962102052335, -3.3308023427952103 51.52211411905193, -3.330367294428442 51.52222842884515, -3.3293581382027533 51.52207178518839, -3.32939885584989 51.52168869714498, -3.328377005822599 51.521675062460154, -3.328313750854396 51.521719893546944, -3.3284099389710695 51.522485666504046, -3.3269284870547953 51.522910133629516, -3.3267395552310415 51.52357838728836, -3.32677064357739 51.52409863464881, -3.3281130107502177 51.52450422906041, -3.3295350216997557 51.52401272955925, -3.3310925915353233 51.52570688136851, -3.329049572517415 51.52626900271136))",5
31,W01001729,"POLYGON ((-3.2779542591507265 51.512363937344205, -3.2772289031170923 51.51122365805967, -3.275121604524066 51.51136267701535, -3.2709597335842355 51.51105801721412, -3.2678832048996833 51.51016951184049, -3.26472302098318 51.50976339175028, -3.2599845264303635 51.50947964919755, -3.257204288885102 51.50869088118946, -3.2498852441113772 51.50612445836468, -3.249405652834208 51.50594471669094, -3.2483736952162494 51.5054918459338, -3.2511887929179153 51.50424565608043, -3.2506499184530133 51.50359176241355, -3.251759736651274 51.50323482133114, -3.25152904206695 51.50275759974713, -3.253612062543813 51.502821077998156, -3.255135522376827 51.50286323752779, -3.2546167329154985 51.50075657274289, -3.2551873427497737 51.500632302846945, -3.2551453994393844 51.49892554962031, -3.256586222011227 51.49892939644731, -3.2552814236057177 51.49691491407384, -3.2571614928670756 51.49686747200785, -3.257660391989129 51.49683056912317, -3.26031006768708 51.496439698013226, -3.2597630105255204 51.49453260800116, -3.2578740259423205 51.493001048829605, -3.2556263567230808 51.491965869851036, -3.255844479610265 51.49117599089652, -3.2551502158743846 51.49012050424443, -3.256457730427096 51.489681313925075, -3.2552905380865433 51.48975721668065, -3.2552581663691225 51.48872294076885, -3.255598932257911 51.48854301349546, -3.2543113394593717 51.48717524299264, -3.2537375800549064 51.48709732292233, -3.2535851095793715 51.48668981881745, -3.2511850157703925 51.48575811329875, -3.2499918135454338 51.48481499125219, -3.25046855619173 51.484616821145835, -3.2523895322899734 51.484143230455075, -3.2540965250458926 51.48375919036543, -3.2563379586478405 51.48401808937598, -3.2570869479030837 51.48399479258067, -3.2578050680837007 51.48356396425004, -3.25878461811081 51.48392609297249, -3.2621151940927016 51.48373359567987, -3.262831954238732 51.483150211064554, -3.262432598383448 51.48244688823003, -3.261525451154225 51.48130930419365, -3.2608010171241437 51.48023522611324, -3.2606013335436512 51.47878328271811, -3.2611422368541656 51.477775356374515, -3.261346526412935 51.47718835942479, -3.2641285460813085 51.477260318444344, -3.2642344723018204 51.47726610003849, -3.2665306564612178 51.47745617960818, -3.2665225471896844 51.47685578213898, -3.2672754857947157 51.47677697022841, -3.267746762614245 51.47667613536238, -3.268022261884189 51.47653764473433, -3.269887106279189 51.47615161301048, -3.2696467379880607 51.47579857410422, -3.2716471842832324 51.475501656048365, -3.272848745762089 51.47576450880295, -3.273035286360131 51.477258328782085, -3.27360012933416 51.47763501906311, -3.2757450878707077 51.47767652967756, -3.276407101153991 51.47795419926523, -3.2792427620887183 51.47738547110018, -3.2809508809078256 51.47720958588267, -3.2818894143621913 51.478370112831215, -3.282271602564312 51.48070104737368, -3.2853359414293988 51.484801139263, -3.290173208090848 51.489836630959964, -3.2935748890007512 51.491956247428654, -3.294009038735799 51.492847832169396, -3.294801945114865 51.49341655316959, -3.295518885864632 51.4952339801922, -3.295881398937365 51.49516437766984, -3.2963982546738655 51.498051411723765, -3.2979223559070974 51.499610819400644, -3.299837174183015 51.50057788117173, -3.3019142949466187 51.500870401729735, -3.301846411941422 51.501063637801316, -3.3063120107403945 51.50266119724748, -3.3093890206307974 51.50479857684049, -3.31069470425584 51.505157993268554, -3.3115627350534855 51.507138479545084, -3.310848644434956 51.50750768478218, -3.309276759551283 51.507416361966285, -3.3025825642614675 51.50889464127328, -3.2969358285665034 51.511542428483445, -3.294470202898124 51.51312888638977, -3.2907472261134574 51.51458338665484, -3.2857418615705343 51.51590890723807, -3.281255551975052 51.516546416889064, -3.280159516930736 51.516890595574594, -3.2797892095620456 51.51449315443523, -3.2779542591507265 51.512363937344205))",5
